Title,Artist,Harmony,Intervals,Interval_Variance
"""Last Night""",Morgan Wallen,not found,not found,not found
"""Flowers""",Miley Cyrus,"[1, 6, 2, 5, 1, 6, 2, 5, 1, 6, 2, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 4, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6, 2, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 4, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 6, 2, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 4, 3, 4, 3, 6, 2, 5, 1, 1, 6, 2, 5, 1, 1, 6]","[-9, 7, -5, 7, -9, 7, -5, 7, -9, 7, -2, -5, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9, 7, -5, 7, 0, -5, 1, -5, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9, 7, -2, -5, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9, 7, -5, 7, 0, -5, 1, -5, 7, -5, 7, 0, -9, 7, -5, 7, -9, 7, -2, -5, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9, 7, -5, 7, 0, -5, 1, -1, 1, -5, 7, -5, 7, 0, -9, 7, -5, 7, 0, -9]",37.12598639455782
"""Kill Bill""",SZA,"[1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 5, 1, 4, 7, 1, 4, 7, 5, 1, 4, 7]","[7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, 3, -5, 7, -5, -2, 7, -5, 3, -5, 7, -5]",27.31933072267711
"""Anti-Hero""",Taylor Swift,"[1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3, 1, 5, 2, 3]","[5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10, -8, 5, -7, 10]",59.46830385015609
"""Creepin'""","Metro Boomin, the Weeknd and 21 Savage","[1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 1, 5, 6, 3, 1, 5, 6, 3, 5, 1, 5, 6, 7, 5, 1, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 1, 5, 6, 7, 1, 5, 6, 7, 5, 1, 5, 6, 7, 1, 1, 5, 6, 3, 5, 1, 5, 6, 7, 5, 1, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 1, 5, 6, 3, 5, 5, 1, 5, 6, 7, 5, 1, 5, 6, 7, 1, 5, 6, 3, 5, 1, 5, 6, 7, 1, 1, 5, 6, 3, 1, 5, 6, 3]","[5, -1, 5, -4, -5, 5, -1, 5, -4, -5, 5, -1, 5, -9, 5, -1, 5, -4, -5, 5, -1, -2, 3, -5, 0, 5, -1, 5, -4, -5, 5, -1, 5, -4, -5, 5, -1, -2, -2, 5, -1, -2, 3, -5, 5, -1, -2, -2, 0, 5, -1, 5, -4, -5, 5, -1, -2, 3, -5, 0, 5, -1, 5, -4, -5, 5, -1, 5, -4, -5, 5, -1, 5, -4, -5, 5, -1, 5, -4, 0, -5, 5, -1, -2, 3, -5, 5, -1, -2, -2, 5, -1, 5, -4, -5, 5, -1, -2, -2, 0, 5, -1, 5, -9, 5, -1, 5]",16.05834570704865
"""Calm Down""",Rema and Selena Gomez,"[1, 1, 5, 1, 1, 5, 5, 1, 1, 5, 1, 1, 5, 1, 1, 5, 5, 1, 1, 2, 5, 1, 1, 2, 5, 1, 1, 1, 5, 5, 1, 1, 5, 5, 1, 1, 1, 5, 5, 1, 1, 1, 5, 5, 1, 1, 5, 1, 1, 5, 5, 1, 1, 2, 5, 1, 1, 2, 5, 1, 5, 1, 1, 5, 1, 1, 5, 1, 1, 5, 1, 1, 5, 1, 1, 5, 5, 1, 1, 2, 5, 1, 1, 2, 5, 1, 1, 1, 5, 1, 1, 5, 5]","[0, -7, 7, 0, -7, 0, 7, 0, -7, 7, 0, -7, 7, 0, -7, 0, 7, 0, -2, -5, 7, 0, -2, -5, 7, 0, 0, -7, 0, 7, 0, -7, 0, 7, 0, 0, -7, 0, 7, 0, 0, -7, 0, 7, 0, -7, 7, 0, -7, 0, 7, 0, -2, -5, 7, 0, -2, -5, 7, -7, 7, 0, -7, 7, 0, -7, 7, 0, -7, 7, 0, -7, 7, 0, -7, 0, 7, 0, -2, -5, 7, 0, -2, -5, 7, 0, 0, -7, 7, 0, -7, 0]",24.787689035916827
"""Die for You""",The Weeknd and Ariana Grande,not found,not found,not found
"""Fast Car""",Luke Combs,"[1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 2, 1, 5, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 2, 1, 5, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 2, 1, 5, 3, 2, 1, 3, 2, 1, 3, 2, 1, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5, 3, 2, 1, 5]","[-7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 0, 2, -7, 3, 2, 2, -4, 2, 2, -4, 2, 2, -2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 0, 2, -7, 3, 2, 2, -4, 2, 2, -4, 2, 2, -2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 0, 2, -7, 3, 2, 2, -4, 2, 2, -4, 2, 2, -2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7, 3, 2, 2, -7]",15.195422136713441
"""Snooze""",SZA,"[1, 2, 3, 1, 2, 3, 1, 2, 3, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3, 1, 2, 3]","[-2, -1, 3, -2, -1, 3, -2, -1, 0, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 0, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 0, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1, 3, -2, -1]",4.46632797731569
"""I'm Good (Blue)""",David Guetta and Bebe Rexha,"[1, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6, 4, 1, 7, 6]","[0, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, -4, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, -4, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, -4, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, -4, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2, 3, -7, 2, 2]",15.619029696262562
